Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES),13899000,13.1
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES),1227000,25.8
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),27967000,11.5
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES),1828000,17.7
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (1,000 TO 1,999 ACRES) AND SALES: (50,000 OR MORE $)",65215000,7.1
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (10.0 TO 49.9 ACRES) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (100 TO 139 ACRES) AND SALES: (50,000 OR MORE $)",484000,61.8
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (140 TO 179 ACRES) AND SALES: (50,000 OR MORE $)",1181000,29.9
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (180 TO 219 ACRES) AND SALES: (50,000 OR MORE $)",1313000,26.4
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (2,000 OR MORE ACRES) AND SALES: (50,000 OR MORE $)",129398000,7.4
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (220 TO 259 ACRES) AND SALES: (50,000 OR MORE $)",1237000,41.8
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (260 TO 499 ACRES) AND SALES: (50,000 OR MORE $)",9352000,22.1
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (50.0 TO 69.9 ACRES) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (500 TO 999 ACRES) AND SALES: (50,000 OR MORE $)",25022000,13
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (70.0 TO 99.9 ACRES) AND SALES: (50,000 OR MORE $)",496000,48.3
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000 TO 2,499 $)",177000,14.3
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000,000 OR MORE $)",170073000,5.2
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (10,000 TO 24,999 $)",2335000,12.5
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (100,000 TO 249,999 $)",13460000,8.7
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (2,500 TO 4,999 $)",461000,12.4
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (25,000 TO 49,999 $)",3601000,13.8
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (250,000 TO 499,999 $)",15140000,13.8
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (5,000 TO 9,999 $)",1324000,11.9
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (50,000 TO 99,999 $)",7063000,9.8
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (500,000 TO 999,999 $)",39062000,9.5
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (LESS THAN 1,000 $)",46000,28
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (1,000,000 OR MORE $) AND SALES: (50,000 OR MORE $)",169186000,5.2
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (100,000 TO 249,999 $) AND SALES: (50,000 OR MORE $)",9479000,15
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (250,000 TO 499,999 $) AND SALES: (50,000 OR MORE $)",13666000,15
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (50,000 TO 99,999 $) AND SALES: (50,000 OR MORE $)",3217000,15.9
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (500,000 TO 999,999 $) AND SALES: (50,000 OR MORE $)",38380000,9.6
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (1,000 TO 2,499 $)",198000,15
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (1,000,000 OR MORE $)",167009000,5.3
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (10,000 TO 24,999 $)",2464000,12.6
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (100,000 TO 249,999 $)",13258000,9
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (2,500 TO 4,999 $)",545000,12.7
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (25,000 TO 49,999 $)",3539000,12.4
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (250,000 TO 499,999 $)",15799000,15.4
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (5,000 TO 9,999 $)",1360000,10.8
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (50,000 TO 99,999 $)",7503000,9.5
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (500,000 TO 999,999 $)",41014000,10.1
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (LESS THAN 1,000 $)",54000,25.2
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES AND SALES,"FARM SALES: (1,000,000 OR MORE $) AND SALES: (50,000 OR MORE $)",166122000,5.3
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES AND SALES,"FARM SALES: (100,000 TO 249,999 $) AND SALES: (50,000 OR MORE $)",9529000,14.1
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES AND SALES,"FARM SALES: (250,000 TO 499,999 $) AND SALES: (50,000 OR MORE $)",14204000,17.1
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES AND SALES,"FARM SALES: (50,000 TO 99,999 $) AND SALES: (50,000 OR MORE $)",3542000,15.8
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",FARM SALES AND SALES,"FARM SALES: (500,000 TO 999,999 $) AND SALES: (50,000 OR MORE $)",40531000,10.3
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),166802000,7.9
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),2470000,68.2
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),647000,6.7
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114), (D),(D)
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),67137000,8.5
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11191),1148000,21.7
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11192),7589000,8.8
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),58400000,9.5
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112111),610000,5.3
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11212),2421000,4.4
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),827000,90.2
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),11242000,6.5
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124),11000,96.6
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1125 & 1129), (D),(D)
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1111) AND SALES: (50,000 OR MORE $)",154053000,8.8
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1112) AND SALES: (50,000 OR MORE $)",2053000,87.5
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1113) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1114) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1119) AND SALES: (50,000 OR MORE $)",63038000,8.8
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (11191) AND SALES: (50,000 OR MORE $)",700000,20.1
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (11192) AND SALES: (50,000 OR MORE $)",5478000,9.6
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (11193 & 11194 & 11199) AND SALES: (50,000 OR MORE $)",56860000,9.7
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (112111) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (11212) AND SALES: (50,000 OR MORE $)",2211000,0.1
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1122) AND SALES: (50,000 OR MORE $)",796000,92.2
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1123) AND SALES: (50,000 OR MORE $)",10658000,6.4
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1125 & 1129) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",SALES,"SALES: (50,000 OR MORE $)",233928000,4.2
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,252742000,3.8
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,RICE,"RICE - SALES, MEASURED IN $",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)", (D),(D)
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,RICE,"RICE - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (2,000 OR MORE ACRES) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,RICE,"RICE - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,RICE,"RICE - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (1,000,000 OR MORE $) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,RICE,"RICE - SALES, MEASURED IN $",FARM SALES,"FARM SALES: (1,000,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,RICE,"RICE - SALES, MEASURED IN $",FARM SALES AND SALES,"FARM SALES: (1,000,000 OR MORE $) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,RICE,"RICE - SALES, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111), (D),(D)
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,RICE,"RICE - SALES, MEASURED IN $",NAICS CLASSIFICATION AND SALES,"NAICS CLASSIFICATION: (1111) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,RICE,"RICE - SALES, MEASURED IN $",SALES,"SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,RICE,"RICE - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D),(D)
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,"AREA OPERATED: (1,000 TO 1,999 ACRES)",666746000,4.7
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (1.0 TO 9.9 ACRES),65000,25.9
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (10.0 TO 49.9 ACRES),1937000,32.2
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (100 TO 139 ACRES),5819000,14.1
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (140 TO 179 ACRES),16820000,15.1
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES),8956000,15.5
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,"AREA OPERATED: (2,000 OR MORE ACRES)",1891331000,2.4
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (220 TO 259 ACRES),13664000,15.2
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (260 TO 499 ACRES),113278000,17.3
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (50.0 TO 69.9 ACRES),1242000,18.5
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (500 TO 999 ACRES),338968000,13
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED,AREA OPERATED: (70.0 TO 99.9 ACRES),4630000,16
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (1,000 TO 1,999 ACRES) AND SALES: (50,000 OR MORE $)",651432000,4.7
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (100 TO 139 ACRES) AND SALES: (50,000 OR MORE $)",2376000,18.2
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (140 TO 179 ACRES) AND SALES: (50,000 OR MORE $)",10061000,19.6
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (180 TO 219 ACRES) AND SALES: (50,000 OR MORE $)",5813000,18.1
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (2,000 OR MORE ACRES) AND SALES: (50,000 OR MORE $)",1881833000,2.4
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (220 TO 259 ACRES) AND SALES: (50,000 OR MORE $)",10094000,18.3
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (260 TO 499 ACRES) AND SALES: (50,000 OR MORE $)",93849000,19.2
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (50.0 TO 69.9 ACRES) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (500 TO 999 ACRES) AND SALES: (50,000 OR MORE $)",316630000,14.6
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",AREA OPERATED AND SALES,"AREA OPERATED: (70.0 TO 99.9 ACRES) AND SALES: (50,000 OR MORE $)", (D),(D)
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000 TO 2,499 $)",38000,43.5
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (1,000,000 OR MORE $)",1777262000,4
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (10,000 TO 24,999 $)",3265000,16.5
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (100,000 TO 249,999 $)",194611000,24.1
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (2,500 TO 4,999 $)",153000,31.7
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (25,000 TO 49,999 $)",10970000,8.4
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (250,000 TO 499,999 $)",413680000,29.6
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (5,000 TO 9,999 $)",699000,30.3
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (50,000 TO 99,999 $)",42269000,7.9
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (500,000 TO 999,999 $)",620504000,3.5
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (LESS THAN 1,000 $)",7000,37.6
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,CORN,"CORN - SALES, MEASURED IN $",ECONOMIC CLASS AND SALES,"ECONOMIC CLASS: (1,000,000 OR MORE $) AND SALES: (50,000 OR MORE $)",1775491000,4
